,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Building_Age,YEAR_BUILD,YEAR OF SALES
5156,Karapakkam,1050,2011-09-21,189,1,1,3,Adj Land,Yes,1985-09-27,Others,All Pub,Paved,RH,267827,70895,7877250,25,1985,2011
5157,Velachery,1725,2009-02-22,177,2,1,4,Family,Yes,1978-02-03,House,All Pub,Paved,RH,361383,68370,9767120,31,1978,2009
5158,Chrompet,878,2007-03-17,191,1,1,3,Partial,No,1980-03-23,Commercial,ELO,No Access,RH,259225,74064,9258050,26,1980,2007
5159,Adyar,1018,2010-06-21,151,1,1,3,AbNormal,Yes,1987-06-27,House,No Sewage,Gravel,C,325466,32547,8136645,22,1987,2010
5160,Chrompet,1011,2011-09-25,184,1,1,3,Family,Yes,1998-09-28,House,No Sewage,No Access,RH,264005,128002,8000150,12,1998,2011
5161,KK Nagar,1307,2009-03-12,39,1,1,3,Family,No,1980-10-12,Others,All Pub,Gravel,RH,359399,75223,8358120,28,1980,2009
5162,Velachery,1835,2008-07-20,90,3,2,5,Normal Sale,Yes,1977-07-28,Others,No Sewage,Paved,RM,364603,157994,12153420,30,1977,2008
5163,Karapakkam,1262,2009-07-25,34,1,1,3,AbNormal,No,1960-06-08,House,No Sewage,Gravel,A,204320,111889,4864750,49,1960,2009
5164,Karapakkam,698,2011-06-30,89,1,1,2,Adj Land,No,1964-11-07,House,ELO,Paved,C,167276,78062,3717250,46,1964,2011
5165,Chrompet,1087,2009-09-10,67,1,1,3,Adj Land,Yes,1995-10-13,Commercial,ELO,No Access,RM,456717,207599,13839900,13,1995,2009
5166,Velachery,1923,2011-04-24,105,3,2,5,Adj Land,Yes,1981-01-05,House,All Pub,Paved,RL,460586,80603,11514650,30,1981,2011
5167,Chrompet,780,2013-10-15,101,1,1,2,Family,Yes,1975-10-25,House,No Sewage,Gravel,RH,232410,37486,7497100,37,1975,2013
5168,Chrompet,973,2010-02-28,17,1,1,3,Partial,No,1994-04-03,House,ELO,Paved,RM,207910,91480,8316400,15,1994,2010
5169,Karapakkam,679,2009-08-21,51,1,1,2,Adj Land,Yes,1977-08-29,Others,No Sewage,Gravel,A,199011,68083,5237125,31,1977,2009
5170,Chrompet,964,2006-11-28,150,1,1,3,AbNormal,Yes,1967-08-12,House,No Sewage,Gravel,RH,270734,143828,8460450,39,1967,2006
5171,Karapakkam,640,2011-06-29,100,1,1,2,AbNormal,Yes,1996-02-07,Commercial,All Pub,No Access,RH,274845,103996,7428250,15,1996,2011
5172,Chrompet,850,2009-08-28,30,1,1,3,Adj Land,No,2004-08-29,House,All Pub,Gravel,RH,221669,73890,8209950,4,2004,2009
5173,Anna Nagar,1970,2014-09-05,97,2,1,5,AbNormal,Yes,1983-05-17,House,ELO,Paved,RH,472947,223336,13137420,31,1983,2014
5174,KK Nagar,1470,2010-09-13,152,2,1,4,Family,Yes,2001-09-15,Others,No Sewage,Gravel,RL,492595,192754,10708580,8,2001,2010
5175,Chrompet,1105,2012-08-16,179,1,1,3,Family,No,1984-08-23,Commercial,No Sewage,Paved,RM,376930,181966,12997600,27,1984,2012
5176,KK Nagar,2198,2008-05-30,153,3,2,5,Partial,No,2002-01-06,House,No Sewage,Paved,RM,361681,214748,11302520,6,2002,2008
5177,Karapakkam,675,2009-08-14,123,1,1,2,Family,No,1991-08-19,House,All Pub,Gravel,C,222816,97482,4642000,17,1991,2009
5178,KK Nagar,1326,2009-08-24,176,1,1,3,AbNormal,Yes,1999-08-27,House,No Sewage,Gravel,RM,482220,102600,10260000,9,1999,2009
5179,Chrompet,932,2012-11-30,99,1,1,3,Adj Land,No,1984-07-12,House,All Pub,Paved,RL,259866,138054,8120800,28,1984,2012
5180,Karapakkam,501,2011-04-13,168,1,1,2,Normal Sale,No,1992-04-17,Commercial,All Pub,Paved,I,247423,118088,5623250,18,1992,2011
5181,Adyar,1072,2008-03-11,152,1,1,3,Adj Land,No,1968-11-13,Others,All Pub,Paved,RM,318705,143931,10280800,39,1968,2008
5182,Karapakkam,1648,2012-01-03,93,2,2,4,AbNormal,Yes,1962-03-14,House,No Sewage,No Access,A,185552,133366,5798500,49,1962,2012
5183,T Nagar,1745,2011-07-27,189,1,1,4,Family,No,1992-07-31,Others,ELO,Paved,RH,378137,219564,12197980,18,1992,2011
5184,T Nagar,1616,2009-01-15,44,1,1,4,Adj Land,Yes,1983-01-22,Others,ELO,Gravel,RL,441406,99672,14238900,25,1983,2009
5185,KK Nagar,1605,2010-04-08,179,2,1,4,Partial,No,1990-09-08,Others,No Sewage,Gravel,RM,453442,257638,10305500,19,1990,2010
5186,Chrompet,1094,2014-12-20,108,1,1,3,AbNormal,Yes,2007-12-22,House,ELO,Gravel,RH,291476,150439,9402450,6,2007,2014
5187,Karapakkam,834,2011-11-01,186,1,1,2,AbNormal,Yes,1992-01-16,Commercial,No Sewage,Gravel,I,260618,217181,8687250,19,1992,2011
5188,Chrompet,898,2011-11-06,20,1,1,3,Normal Sale,No,1996-06-14,House,No Sewage,Paved,RM,219119,143270,8427650,15,1996,2011
5189,KK Nagar,1864,2009-08-26,59,3,2,5,Partial,No,1982-02-09,House,No Sewage,Paved,RL,466712,85723,9524740,27,1982,2009
5190,KK Nagar,2097,2010-05-05,91,3,2,5,AbNormal,No,1989-10-05,House,No Sewage,Paved,RH,363304,235656,9819020,20,1989,2010
5191,Karapakkam,1459,2010-04-08,35,2,2,4,Partial,Yes,2002-06-08,House,All Pub,Gravel,RH,333648,207403,9017500,7,2002,2010
5192,Karapakkam,1459,2011-03-10,10,2,2,4,Adj Land,Yes,1978-11-10,Others,No Sewage,No Access,RL,444969,222484,8899375,32,1978,2011
5193,Velachery,1912,2004-01-06,1,3,2,5,Partial,No,1991-05-06,House,ELO,Paved,RL,355916,177958,9886560,12,1991,2004
5194,Anna Nagar,1842,2013-02-04,14,2,1,5,Family,Yes,1987-09-04,House,No Sewage,No Access,RM,329111,210631,13164420,25,1987,2013
5195,Velachery,1627,2011-12-23,148,2,1,4,AbNormal,Yes,1996-12-26,Commercial,All Pub,Paved,RL,540983,200936,15456650,14,1996,2011
5196,Karapakkam,1014,2011-03-03,112,1,1,3,AbNormal,Yes,1974-12-03,Others,No Sewage,Gravel,RL,386262,75573,8397000,36,1974,2011
5197,Velachery,1537,2011-04-08,116,2,1,4,Adj Land,No,1988-09-08,Others,No Sewage,Paved,A,282170,68636,7626210,22,1988,2011
5198,Anna Nagar,1614,2013-10-12,119,1,1,4,Partial,Yes,1970-12-21,Others,ELO,Paved,RH,443783,143930,11994130,42,1970,2013
5199,Karapakkam,1516,2010-07-29,62,2,2,4,Family,Yes,1989-03-08,Commercial,No Sewage,Gravel,C,346313,253963,11543750,21,1989,2010
5200,Karapakkam,806,2010-05-23,131,1,1,2,Normal Sale,No,1982-05-30,Commercial,No Sewage,Paved,RM,354773,155754,8653000,27,1982,2010
5201,Chrompet,1129,2006-11-29,198,1,1,3,Normal Sale,Yes,1989-03-12,House,No Sewage,Gravel,RL,321822,140797,10056950,17,1989,2006
5202,Adyar,941,2010-01-23,154,1,1,3,Partial,No,1979-01-31,House,All Pub,Paved,A,207327,54560,5455965,30,1979,2010
5203,Karapakkam,1166,2012-03-20,147,1,1,3,Partial,Yes,1972-03-30,House,All Pub,No Access,A,186960,74784,4674000,39,1972,2012
5204,KK Nagar,2241,2008-11-19,123,4,2,6,Family,Yes,1998-11-22,House,All Pub,Paved,RH,385836,257224,11692000,9,1998,2008
5205,Adyar,1300,2009-05-06,70,2,2,4,Adj Land,Yes,1991-10-06,House,All Pub,No Access,RL,388468,140280,10790770,17,1991,2009
5206,Chrompet,1145,2013-11-28,49,1,1,3,AbNormal,Yes,1977-07-12,House,All Pub,Paved,RH,275714,106728,8894000,36,1977,2013
5207,T Nagar,1865,2012-12-12,131,2,1,5,AbNormal,Yes,2001-12-15,House,No Sewage,Gravel,RL,385102,99841,14263020,10,2001,2012
5208,Chrompet,1168,2010-02-07,80,1,1,3,Family,No,2003-04-07,Commercial,No Sewage,No Access,RH,304066,206765,12162650,6,2003,2010
5209,Chrompet,827,2010-03-03,27,1,1,3,AbNormal,Yes,2006-04-03,Others,All Pub,Paved,RM,246975,118548,9878990,3,2006,2010
5210,Adyar,1185,2007-07-25,130,1,1,3,Partial,No,1982-07-31,Others,No Sewage,Gravel,RH,312163,37838,9459475,24,1982,2007
5211,Adyar,1151,2011-08-12,104,1,1,3,Adj Land,Yes,1982-12-15,Others,ELO,Gravel,RL,362795,45349,11337335,28,1982,2011
5212,Adyar,616,2008-03-07,86,1,1,2,Family,No,1971-07-13,Others,No Sewage,Gravel,C,212074,37113,5301855,36,1971,2008
5213,Chrompet,700,2012-11-13,172,1,1,2,Family,Yes,1986-11-20,Commercial,No Sewage,No Access,RM,335382,121957,10163100,25,1986,2012
5214,Adyar,922,2009-04-25,59,1,1,3,Partial,Yes,1978-03-05,Commercial,No Sewage,No Access,C,385810,19785,9892565,31,1978,2009
5215,KK Nagar,1505,2009-08-02,70,2,1,4,Adj Land,Yes,1993-12-02,Commercial,No Sewage,Gravel,RL,708159,368833,14753320,15,1993,2009
5216,Adyar,1208,2008-04-01,183,2,2,4,AbNormal,No,1988-09-01,House,All Pub,Paved,A,221275,85655,7137900,19,1988,2008
5217,KK Nagar,1400,2011-09-11,143,2,1,4,Normal Sale,No,1997-12-11,Others,All Pub,Gravel,RH,375161,100653,9150280,13,1997,2011
5218,Chrompet,1205,2009-06-10,39,2,1,4,Normal Sale,No,1983-10-13,Others,All Pub,No Access,RL,228184,63891,9127350,25,1983,2009
5219,Chrompet,818,2015-05-02,118,1,1,3,Family,No,2003-08-02,Others,All Pub,Paved,RH,246915,74823,7482260,11,2003,2015
5220,Velachery,1789,2009-06-11,145,2,1,4,Partial,Yes,1966-11-17,House,ELO,No Access,RH,285124,146882,8640110,42,1966,2009
5221,Chrompet,1098,2009-02-07,115,1,1,3,AbNormal,No,1976-10-07,Others,No Sewage,No Access,RL,247770,66072,8259010,32,1976,2009
5222,KK Nagar,2035,2010-10-25,94,3,2,5,Adj Land,No,2002-10-27,Others,All Pub,Paved,RL,499794,190398,11899860,7,2002,2010
5223,Karapakkam,1243,2010-08-12,147,1,1,3,Partial,Yes,1993-12-12,House,All Pub,No Access,A,207607,63879,5323250,16,1993,2010
5224,Karapakkam,844,2012-03-14,101,1,1,2,Family,No,2000-03-17,Commercial,No Sewage,Gravel,A,231490,152122,6614000,11,2000,2012
5225,Karapakkam,615,2011-04-24,18,1,1,2,Normal Sale,Yes,1963-06-05,House,No Sewage,No Access,A,121201,54222,3189500,47,1963,2011
5226,Anna Nagar,1854,2014-02-11,120,2,1,5,Normal Sale,Yes,1993-07-11,Others,ELO,No Access,RL,404223,236959,13938740,20,1993,2014
5227,Chrompet,888,2007-01-05,144,1,1,3,Family,Yes,1969-10-05,House,All Pub,Gravel,RH,247905,74372,8263500,37,1969,2007
5228,Adyar,657,2009-06-02,177,1,1,2,Adj Land,No,1994-10-02,House,ELO,Paved,A,192544,69118,4937025,14,1994,2009
5229,Chrompet,1283,2009-06-01,126,2,1,4,Normal Sale,No,1973-01-15,Commercial,No Sewage,No Access,RH,375084,87520,12502800,36,1973,2009
5230,T Nagar,1715,2012-08-22,27,1,1,4,Adj Land,Yes,1976-08-31,House,No Sewage,Gravel,RL,433743,216872,13554470,35,1976,2012
5231,Karapakkam,1655,2011-07-21,97,2,2,4,Normal Sale,Yes,1985-07-27,House,No Sewage,Paved,RL,317798,149552,9347000,25,1985,2011
5232,Karapakkam,1013,2011-12-29,53,1,1,3,Partial,Yes,2004-12-30,House,No Sewage,Paved,C,262024,98987,5822750,6,2004,2011
5233,Chrompet,763,2008-09-15,124,1,1,2,Partial,Yes,1995-09-19,Commercial,All Pub,Paved,RM,351797,117266,11726550,12,1995,2008
5234,T Nagar,1881,2009-05-20,14,2,1,5,Normal Sale,Yes,1990-05-25,Commercial,ELO,Gravel,RM,839394,317609,22686330,18,1990,2009
5235,Chrompet,928,2009-07-11,178,1,1,3,Family,No,2002-09-11,Commercial,No Sewage,No Access,RM,376155,91189,11398650,6,2002,2009
5236,Karapakkam,1149,2010-07-06,21,1,1,3,Family,No,1983-06-14,House,ELO,Paved,RH,276424,135141,6142750,27,1983,2010
5237,Karapakkam,1255,2012-01-20,200,1,1,3,AbNormal,No,1972-01-30,Others,ELO,Gravel,C,276926,114382,6020125,39,1972,2012
5238,Adyar,1160,2011-10-26,27,1,1,3,Normal Sale,Yes,1987-01-11,House,All Pub,No Access,RM,336879,112293,10208460,24,1987,2011
5239,Velachery,1544,2007-07-05,196,2,1,4,Family,Yes,1982-05-13,Commercial,All Pub,No Access,C,378344,158660,12204650,25,1982,2007
5240,Karapakkam,1058,2011-07-14,132,1,1,3,AbNormal,No,1988-07-19,House,No Sewage,Gravel,RL,235848,132665,7370250,22,1988,2011
5241,Velachery,1765,2010-05-03,38,2,1,4,Adj Land,No,2003-07-03,Others,ELO,Gravel,C,374944,67298,9613940,6,2003,2010
5242,Adyar,864,2010-03-12,144,1,1,3,Adj Land,Yes,1989-08-12,Commercial,All Pub,No Access,C,375700,83489,10436115,20,1989,2010
5243,Karapakkam,1374,2012-02-13,28,2,2,4,Normal Sale,Yes,1974-02-22,Commercial,No Sewage,Gravel,RH,414313,224913,11837500,37,1974,2012
5244,Chrompet,1072,2009-07-01,77,1,1,3,Family,No,1992-12-01,Others,No Sewage,No Access,RH,202176,108864,7775990,16,1992,2009
5245,Chrompet,1087,2014-12-26,141,1,1,3,Family,Yes,1993-12-31,Commercial,No Sewage,No Access,RH,357238,160141,12318550,20,1993,2014
5246,Anna Nagar,1645,2008-06-24,193,1,1,4,Family,No,1969-04-07,House,All Pub,No Access,RH,341313,90348,10038630,39,1969,2008
5247,Karapakkam,895,2010-04-16,42,1,1,3,Normal Sale,Yes,1986-04-22,Commercial,No Sewage,Gravel,C,300456,100152,8346000,23,1986,2010
5248,Anna Nagar,1587,2009-03-24,190,1,1,4,Normal Sale,No,1974-02-04,Others,No Sewage,No Access,RL,428079,127267,11569710,35,1974,2009
5249,Velachery,1531,2007-11-04,134,2,1,4,AbNormal,No,1952-04-24,House,No Sewage,Gravel,RL,268832,130080,8672000,55,1952,2007
5250,KK Nagar,1689,2010-04-05,36,2,1,4,Partial,Yes,1992-08-05,Others,No Sewage,Paved,RM,538461,157051,11217940,17,1992,2010
5251,Karapakkam,613,2009-07-14,163,1,1,2,AbNormal,No,1976-07-22,House,All Pub,Gravel,RH,238711,103080,5425250,32,1976,2009
5252,KK Nagar,2494,2009-09-26,161,4,2,6,Normal Sale,Yes,1995-09-30,Others,No Sewage,Paved,RH,507222,213567,13347960,13,1995,2009
5253,Velachery,1545,2009-08-24,49,2,1,4,Normal Sale,No,1992-08-28,House,ELO,No Access,C,232039,53038,6629690,16,1992,2009
5254,Velachery,1550,2007-06-13,57,2,1,4,Normal Sale,Yes,1963-06-24,Others,No Sewage,Gravel,RL,365771,96822,10757980,43,1963,2007
5255,KK Nagar,2318,2009-12-24,17,4,2,6,AbNormal,Yes,1995-12-28,Commercial,No Sewage,Paved,RL,616773,149521,18690080,13,1995,2009
5256,KK Nagar,2481,2011-10-08,170,4,2,6,Normal Sale,Yes,2006-11-08,House,All Pub,Gravel,RL,436445,122750,13638900,4,2006,2011
5257,Velachery,1552,2006-10-26,45,2,1,4,Family,No,1988-10-30,Commercial,No Sewage,No Access,I,475240,166334,11881010,17,1988,2006
5258,Karapakkam,943,2010-08-23,73,1,1,3,Partial,Yes,2000-08-25,Commercial,ELO,Gravel,RL,350115,195653,10297500,9,2000,2010
5259,T Nagar,1635,2010-04-23,190,1,1,4,AbNormal,No,1996-04-26,House,No Sewage,Gravel,RH,438677,150074,11544130,13,1996,2010
5260,Karapakkam,1121,2011-11-11,77,1,1,3,Normal Sale,Yes,1997-11-14,Commercial,ELO,Paved,C,366848,196845,8947500,13,1997,2011
5261,Karapakkam,1241,2011-05-20,50,1,1,3,Partial,Yes,1970-05-30,Others,ELO,Paved,RH,332983,140593,7399625,40,1970,2011
5262,Velachery,1869,2009-02-12,173,3,2,5,Normal Sale,Yes,1965-12-13,House,No Sewage,Gravel,A,352625,167497,8815630,43,1965,2009
5263,Chrompet,1264,2013-10-08,122,2,1,4,Adj Land,Yes,1977-08-19,House,No Sewage,Paved,RM,285412,131729,10977400,36,1977,2013
5264,Velachery,1558,2007-12-23,35,2,1,4,Family,Yes,2000-12-24,House,No Sewage,Gravel,I,312539,104180,9470890,6,2000,2007
5265,Chrompet,765,2009-08-10,172,1,1,2,Normal Sale,Yes,1975-10-17,Commercial,All Pub,Paved,RL,350768,186346,10961500,33,1975,2009
5266,Chrompet,950,2012-07-12,156,1,1,3,Normal Sale,Yes,1974-12-17,House,No Sewage,Gravel,RM,294525,127628,9817500,37,1974,2012
5267,Chrompet,1248,2012-10-25,123,2,1,4,Family,Yes,2007-10-27,Commercial,All Pub,Paved,RL,501440,75976,15195150,4,2007,2012
5268,Karapakkam,901,2010-05-18,40,1,1,3,Partial,Yes,2004-05-19,Others,ELO,No Access,A,145045,79541,4678875,5,2004,2010
5269,Karapakkam,1410,2009-12-27,164,2,2,4,Normal Sale,No,1997-12-30,House,No Sewage,Gravel,RH,303088,87736,7976000,11,1997,2009
5270,KK Nagar,2263,2011-05-15,22,4,2,6,Normal Sale,No,1995-05-19,House,All Pub,Gravel,RM,468795,271408,12336720,15,1995,2011
5271,T Nagar,1745,2011-01-04,169,1,1,4,Partial,No,1980-08-04,Others,ELO,Paved,RL,337127,224751,12486170,30,1980,2011
5272,KK Nagar,2100,2009-09-19,125,3,2,5,Family,No,1980-09-26,Commercial,No Sewage,Gravel,RM,735368,290727,17101580,28,1980,2009
5273,KK Nagar,2414,2009-05-11,54,4,2,6,Normal Sale,Yes,2000-07-11,Commercial,All Pub,Gravel,RL,947124,221667,20151580,8,2000,2009
5274,Chrompet,793,2007-02-13,146,1,1,2,Family,Yes,1997-02-15,Others,No Sewage,No Access,RM,217563,95728,8702510,9,1997,2007
5275,Anna Nagar,1502,2012-01-08,87,1,1,4,Partial,Yes,1998-05-08,Commercial,No Sewage,Gravel,RH,607807,339657,17876680,13,1998,2012
5276,Karapakkam,748,2012-02-03,98,1,1,2,Family,Yes,2002-05-03,Others,All Pub,No Access,A,150315,36440,4555000,9,2002,2012
5277,Chrompet,788,2009-09-24,39,1,1,2,Partial,No,1977-02-10,House,No Sewage,Gravel,RL,213912,99826,7130400,32,1977,2009
5278,Karapakkam,1341,2011-02-14,165,2,2,4,AbNormal,No,1973-02-23,Commercial,All Pub,No Access,C,364189,118573,8469500,37,1973,2011
5279,Anna Nagar,1571,2012-08-11,41,1,1,4,Normal Sale,Yes,1979-11-17,Others,No Sewage,No Access,RL,412886,112605,12511690,32,1979,2012
5280,Adyar,944,2009-06-20,63,1,1,3,AbNormal,Yes,1987-06-26,Commercial,No Sewage,No Access,C,337899,147831,10559330,21,1987,2009
5281,Chrompet,1206,2009-07-05,62,2,1,4,Normal Sale,No,1996-10-05,House,No Sewage,Paved,RM,300593,48483,9696550,12,1996,2009
5282,Karapakkam,1465,2011-02-15,26,2,2,4,Normal Sale,No,1963-02-27,Commercial,No Sewage,Gravel,RH,495675,220300,11015000,47,1963,2011
5283,Chrompet,707,2008-08-10,148,1,1,2,AbNormal,Yes,1997-11-10,Others,No Sewage,No Access,RH,215755,107878,7191840,10,1997,2008
5284,Velachery,1968,2004-01-16,51,3,2,5,AbNormal,No,1959-01-27,Others,All Pub,No Access,C,318946,103442,8620150,44,1959,2004
5285,Chrompet,813,2009-06-12,169,1,1,3,Normal Sale,Yes,1975-12-15,Others,All Pub,No Access,RM,291598,88363,8836310,33,1975,2009
5286,Karapakkam,586,2009-10-08,178,1,1,2,Normal Sale,Yes,1974-08-19,Commercial,No Sewage,Paved,C,292613,122897,5852250,35,1974,2009
5287,Karapakkam,1671,2010-05-14,81,2,2,4,Normal Sale,No,1968-05-24,House,No Sewage,Paved,I,301092,82116,6843000,41,1968,2010
5288,Velachery,1740,2010-09-07,14,2,1,4,AbNormal,Yes,1996-12-07,Commercial,ELO,No Access,RM,532885,188077,15673080,13,1996,2010
5289,Velachery,1633,2010-08-18,12,2,1,4,Normal Sale,Yes,1962-08-30,Commercial,ELO,No Access,RM,564853,130351,14483410,47,1962,2010
5290,Karapakkam,550,2009-12-18,4,1,1,2,Adj Land,Yes,1978-12-26,Others,No Sewage,Paved,RL,299398,115677,6804500,30,1978,2009
5291,Adyar,1267,2007-07-27,49,2,2,4,Normal Sale,Yes,2002-07-28,House,ELO,No Access,C,301708,8381,8380775,4,2002,2007
5292,Adyar,916,2009-07-12,114,1,1,3,Partial,Yes,1987-12-13,Others,No Sewage,No Access,RH,318444,16330,8165230,21,1987,2009
5293,T Nagar,1872,2007-04-24,194,2,1,5,Family,Yes,2001-04-25,Commercial,ELO,Paved,RM,821467,355229,22201820,5,2001,2007
5294,Chrompet,1148,2011-08-26,85,1,1,3,Adj Land,No,1989-08-31,House,ELO,Gravel,RL,260711,55867,9311100,21,1989,2011
5295,KK Nagar,1840,2009-12-27,16,3,2,5,Adj Land,No,1995-12-31,Commercial,No Sewage,Gravel,RM,540450,180150,16377280,13,1995,2009
5296,Karapakkam,586,2011-09-13,45,1,1,2,AbNormal,No,1969-09-23,Others,No Sewage,Paved,RH,203702,71059,4737250,41,1969,2011
5297,Karapakkam,1121,2010-01-31,26,1,1,3,Normal Sale,No,2002-02-02,Commercial,No Sewage,No Access,C,253164,74460,7446000,7,2002,2010
5298,KK Nagar,2430,2009-11-05,115,4,2,6,Normal Sale,No,1998-05-14,Commercial,All Pub,Gravel,RH,853494,352530,18554220,11,1998,2009
5299,KK Nagar,2256,2009-01-16,39,4,2,6,Partial,No,1985-01-22,House,No Sewage,Gravel,RH,463684,231842,10538280,23,1985,2009
5300,Chrompet,1280,2014-07-29,63,2,1,4,Family,No,1981-06-08,Commercial,All Pub,Gravel,RL,477456,130215,14468350,33,1981,2014
5301,Chrompet,1184,2012-01-01,63,1,1,3,Family,Yes,1976-10-01,Commercial,All Pub,Paved,RL,406928,182416,14032000,35,1976,2012
5302,Anna Nagar,1775,2007-05-07,30,1,1,4,Normal Sale,No,2001-06-07,Commercial,No Sewage,Paved,RM,637097,267170,20551520,5,2001,2007
5303,Chrompet,1062,2009-01-04,117,1,1,3,Partial,Yes,1979-09-04,Others,ELO,Paved,RH,246944,97014,8819440,29,1979,2009
5304,Chrompet,823,2008-11-29,31,1,1,3,Family,Yes,1975-08-12,Commercial,All Pub,Gravel,RL,334184,47741,11935150,33,1975,2008
5305,Velachery,1626,2006-05-09,37,2,1,4,Family,Yes,1966-09-15,Others,ELO,Gravel,C,309148,100019,9092600,39,1966,2006
5306,Karapakkam,774,2011-06-26,74,1,1,2,Normal Sale,Yes,1983-03-07,Commercial,No Sewage,Paved,A,300330,89460,6390000,28,1983,2011
5307,Velachery,1627,2009-04-01,103,2,1,4,Normal Sale,Yes,2004-06-01,Others,ELO,No Access,RL,344834,114945,10449500,4,2004,2009
5308,KK Nagar,2078,2011-10-11,150,3,2,5,AbNormal,Yes,2005-11-11,House,No Sewage,Gravel,RL,400703,303563,12142520,5,2005,2011
5309,Anna Nagar,1740,2009-07-28,182,1,1,4,AbNormal,Yes,1979-05-08,House,ELO,Paved,RH,375584,145387,12115600,30,1979,2009
5310,Adyar,630,2011-05-21,141,1,1,2,Normal Sale,Yes,1972-05-30,Commercial,ELO,Gravel,I,309761,28160,9386685,38,1972,2011
5311,Karapakkam,1474,2012-09-03,90,2,2,4,Normal Sale,Yes,2006-11-03,Commercial,No Sewage,No Access,RH,393771,115815,11581500,5,2006,2012
5312,Chrompet,1114,2008-05-15,194,1,1,3,AbNormal,No,1986-05-21,Others,All Pub,Gravel,RL,293750,146875,9791680,21,1986,2008
5313,Chrompet,1188,2012-04-20,88,1,1,3,Normal Sale,No,2005-04-22,Commercial,All Pub,No Access,RL,354889,39432,13144050,6,2005,2012
5314,Chrompet,1273,2013-12-20,91,2,1,4,AbNormal,No,1990-12-26,Others,No Sewage,No Access,RL,259931,129966,9283260,22,1990,2013
5315,Velachery,1884,2010-07-16,199,3,2,5,AbNormal,Yes,1991-07-21,Commercial,ELO,No Access,RM,511992,297286,16515880,18,1991,2010
5316,Karapakkam,1550,2011-11-28,165,2,2,4,Partial,Yes,1962-10-12,House,ELO,Gravel,C,261951,141595,7079750,49,1962,2011
5317,Adyar,1208,2009-12-11,80,2,2,4,Normal Sale,No,1975-11-21,Others,All Pub,Paved,RL,317856,10253,10253410,34,1975,2009
5318,Chrompet,1231,2010-04-15,48,2,1,4,Partial,Yes,2004-04-16,Commercial,All Pub,Paved,RH,456195,156817,14256100,5,2004,2010
5319,Chrompet,914,2014-04-19,29,1,1,3,Adj Land,No,2003-04-22,Commercial,All Pub,Paved,RM,374816,37482,12493850,10,2003,2014
5320,Velachery,1578,2011-05-01,57,2,1,4,Adj Land,Yes,1984-12-01,House,ELO,Gravel,I,379572,132850,9489290,26,1984,2011
5321,Chrompet,938,2014-08-14,74,1,1,3,Adj Land,Yes,1998-08-18,House,No Sewage,No Access,RL,271765,113966,8766600,15,1998,2014
5322,KK Nagar,2240,2008-05-03,98,4,2,6,Normal Sale,No,1984-11-03,Others,No Sewage,Paved,RM,547196,99490,12436280,23,1984,2008
5323,T Nagar,1595,2007-10-16,136,1,1,4,Normal Sale,No,1985-10-21,Commercial,No Sewage,Paved,RM,522861,354798,18673590,21,1985,2007
5324,KK Nagar,2438,2008-10-11,105,4,2,6,Normal Sale,Yes,1996-11-13,Commercial,No Sewage,Gravel,RH,929714,193690,19369040,11,1996,2008
5325,Chrompet,707,2011-12-18,108,1,1,2,Normal Sale,No,1980-12-25,Others,ELO,Paved,RM,197154,53080,7582840,30,1980,2011
5326,Velachery,1697,2006-03-10,153,2,1,4,Family,Yes,1958-10-15,Others,No Sewage,Gravel,RM,411275,141009,11750710,47,1958,2006
5327,KK Nagar,2049,2010-05-04,46,3,2,5,AbNormal,No,1989-10-04,Commercial,No Sewage,Paved,RH,487930,274461,15247820,20,1989,2010
5328,Anna Nagar,1775,2014-06-26,101,1,1,4,Adj Land,Yes,1979-05-07,Others,ELO,Gravel,RM,551189,183730,15310800,35,1979,2014
5329,Karapakkam,957,2010-06-04,2,1,1,3,Adj Land,No,2000-08-04,House,No Sewage,Gravel,A,212380,124320,5180000,9,2000,2010
5330,Karapakkam,1592,2009-11-10,8,2,2,4,Adj Land,No,2002-10-13,Others,ELO,Gravel,C,401663,184765,8033250,7,2002,2009
5331,KK Nagar,2317,2010-12-28,137,4,2,6,Adj Land,No,1996-01-01,Others,All Pub,Paved,RL,566326,244550,12871040,14,1996,2010
5332,Chrompet,742,2013-11-15,7,1,1,2,AbNormal,No,1978-11-24,Others,No Sewage,No Access,RH,154071,29629,5925790,34,1978,2013
5333,Chrompet,763,2008-06-17,13,1,1,2,Family,No,1986-06-23,Others,All Pub,Paved,RH,182947,49255,7036410,21,1986,2008
5334,Velachery,1738,2006-02-26,195,2,1,4,AbNormal,Yes,1993-01-03,Commercial,ELO,Gravel,RH,548687,235151,15676760,13,1993,2006
5335,Chrompet,791,2007-03-05,156,1,1,2,Normal Sale,Yes,1986-08-05,House,No Sewage,No Access,RM,248567,99427,8285550,20,1986,2007
5336,Anna Nagar,1662,2010-08-24,152,1,1,4,Normal Sale,No,1976-01-09,Commercial,ELO,No Access,RM,548815,292701,18293830,34,1976,2010
